,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
4971,ICICI Prudential...,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 396 more",23 years old,10k-50k Employees (India)
4972,HDFC Life,4.1,(5.5k Reviews),Public,"Mumbai,Maharashtra + 408 more",23 years old,10k-50k Employees (India)
4973,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 130 more",55 years old,10k-50k Employees (India)
4974,HCL Group,3.8,(24k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
4975,PwC,3.8,(4.2k Reviews),Partnership,London + 63 more,25 years old,10k-50k Employees (India)
4976,EXL Service,3.9,(5.2k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
4977,iEnergizer,4.2,(4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
4978,Indian Army,4.7,(4k Reviews),Public,"New Delhi,Delhi + 267 more",128 years old,1 Lakh+ Employees (India)
4979,L&T Infotech,3.8,(4k Reviews),Public,"Mumbai,Maharashtra + 66 more",27 years old,10k-50k Employees (India)
4980,IndusInd Bank,3.8,(6.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",29 years old,10k-50k Employees (India)
4981,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
4982,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
4983,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
4984,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
4985,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
4986,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
4987,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
4988,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
4989,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
4990,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
4991,Mphasis,3.7,(4.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,10k-50k Employees (India)
4992,Startek,3.4,(4.8k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
4993,Dr. Reddy's,4.2,(4.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 132 more",37 years old,10k-50k Employees (India)
4994,Sutherland Globa...,3.8,(5k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
4995,Cipla Pharmaceut...,4.1,(4.7k Reviews),Public,"Mumbai,Maharashtra + 187 more",88 years old,10k-50k Employees (India)
4996,Yes Bank,4.0,(4.5k Reviews),Public,"Mumbai,Maharashtra + 357 more",19 years old,10k-50k Employees (India)
4997,Jana Small Finan...,3.8,(4.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 314 more",17 years old,10k-50k Employees (India)
4998,Udaan,4.1,(4.5k Reviews),Private,"Bangalore,Karnataka + 314 more",7 years old,1k-5k Employees (India)
4999,Asian Paints,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra + 342 more",81 years old,10k-50k Employees (India)
5000,NTT DATA,4.0,(4.6k Reviews),Private,"Chiyoda City,Tokyo + 41 more",35 years old,10k-50k Employees (India)
5001,ICICI Prudential...,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 396 more",23 years old,10k-50k Employees (India)
5002,HDFC Life,4.1,(5.5k Reviews),Public,"Mumbai,Maharashtra + 408 more",23 years old,10k-50k Employees (India)
5003,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 130 more",55 years old,10k-50k Employees (India)
5004,HCL Group,3.8,(24k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
5005,PwC,3.8,(4.2k Reviews),Partnership,London + 63 more,25 years old,10k-50k Employees (India)
5006,EXL Service,3.9,(5.2k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
5007,iEnergizer,4.2,(4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
5008,Indian Army,4.7,(4k Reviews),Public,"New Delhi,Delhi + 267 more",128 years old,1 Lakh+ Employees (India)
5009,L&T Infotech,3.8,(4k Reviews),Public,"Mumbai,Maharashtra + 66 more",27 years old,10k-50k Employees (India)
5010,IndusInd Bank,3.8,(6.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",29 years old,10k-50k Employees (India)
5011,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
5012,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
5013,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
5014,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
5015,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
5016,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
5017,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
5018,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
5019,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
5020,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
5021,Mphasis,3.7,(4.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,10k-50k Employees (India)
5022,Startek,3.4,(4.8k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
5023,Dr. Reddy's,4.2,(4.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 132 more",37 years old,10k-50k Employees (India)
5024,Sutherland Globa...,3.8,(5k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
5025,Cipla Pharmaceut...,4.1,(4.7k Reviews),Public,"Mumbai,Maharashtra + 187 more",88 years old,10k-50k Employees (India)
5026,Yes Bank,4.0,(4.5k Reviews),Public,"Mumbai,Maharashtra + 357 more",19 years old,10k-50k Employees (India)
5027,Jana Small Finan...,3.8,(4.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 314 more",17 years old,10k-50k Employees (India)
5028,Udaan,4.1,(4.5k Reviews),Private,"Bangalore,Karnataka + 314 more",7 years old,1k-5k Employees (India)
5029,Asian Paints,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra + 342 more",81 years old,10k-50k Employees (India)
5030,NTT DATA,4.0,(4.6k Reviews),Private,"Chiyoda City,Tokyo + 41 more",35 years old,10k-50k Employees (India)
5031,ICICI Prudential...,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 396 more",23 years old,10k-50k Employees (India)
5032,HDFC Life,4.1,(5.5k Reviews),Public,"Mumbai,Maharashtra + 408 more",23 years old,10k-50k Employees (India)
5033,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 130 more",55 years old,10k-50k Employees (India)
5034,HCL Group,3.8,(24k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
5035,PwC,3.8,(4.2k Reviews),Partnership,London + 63 more,25 years old,10k-50k Employees (India)
5036,EXL Service,3.9,(5.2k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
5037,iEnergizer,4.2,(4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
5038,Indian Army,4.7,(4k Reviews),Public,"New Delhi,Delhi + 267 more",128 years old,1 Lakh+ Employees (India)
5039,L&T Infotech,3.8,(4k Reviews),Public,"Mumbai,Maharashtra + 66 more",27 years old,10k-50k Employees (India)
5040,IndusInd Bank,3.8,(6.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",29 years old,10k-50k Employees (India)
5041,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
5042,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
5043,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
5044,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
5045,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
5046,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
5047,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
5048,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
5049,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
5050,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
5051,Mphasis,3.7,(4.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,10k-50k Employees (India)
5052,Startek,3.4,(4.8k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
5053,Dr. Reddy's,4.2,(4.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 132 more",37 years old,10k-50k Employees (India)
5054,Sutherland Globa...,3.8,(5k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
5055,Cipla Pharmaceut...,4.1,(4.7k Reviews),Public,"Mumbai,Maharashtra + 187 more",88 years old,10k-50k Employees (India)
5056,Yes Bank,4.0,(4.5k Reviews),Public,"Mumbai,Maharashtra + 357 more",19 years old,10k-50k Employees (India)
5057,Jana Small Finan...,3.8,(4.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 314 more",17 years old,10k-50k Employees (India)
5058,Udaan,4.1,(4.5k Reviews),Private,"Bangalore,Karnataka + 314 more",7 years old,1k-5k Employees (India)
5059,Asian Paints,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra + 342 more",81 years old,10k-50k Employees (India)
5060,NTT DATA,4.0,(4.6k Reviews),Private,"Chiyoda City,Tokyo + 41 more",35 years old,10k-50k Employees (India)
5061,ICICI Prudential...,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 396 more",23 years old,10k-50k Employees (India)
5062,HDFC Life,4.1,(5.5k Reviews),Public,"Mumbai,Maharashtra + 408 more",23 years old,10k-50k Employees (India)
5063,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 130 more",55 years old,10k-50k Employees (India)
5064,HCL Group,3.8,(24k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
5065,PwC,3.8,(4.2k Reviews),Partnership,London + 63 more,25 years old,10k-50k Employees (India)
5066,EXL Service,3.9,(5.2k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
5067,iEnergizer,4.2,(4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
5068,Indian Army,4.7,(4k Reviews),Public,"New Delhi,Delhi + 267 more",128 years old,1 Lakh+ Employees (India)
5069,L&T Infotech,3.8,(4k Reviews),Public,"Mumbai,Maharashtra + 66 more",27 years old,10k-50k Employees (India)
5070,IndusInd Bank,3.8,(6.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",29 years old,10k-50k Employees (India)
5071,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
5072,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
5073,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
5074,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
5075,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
5076,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
5077,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
5078,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
5079,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
5080,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
5081,Mphasis,3.7,(4.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,10k-50k Employees (India)
5082,Startek,3.4,(4.8k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
5083,Dr. Reddy's,4.2,(4.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 132 more",37 years old,10k-50k Employees (India)
5084,Sutherland Globa...,3.8,(5k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
5085,Cipla Pharmaceut...,4.1,(4.7k Reviews),Public,"Mumbai,Maharashtra + 187 more",88 years old,10k-50k Employees (India)
5086,Yes Bank,4.0,(4.5k Reviews),Public,"Mumbai,Maharashtra + 357 more",19 years old,10k-50k Employees (India)
5087,Jana Small Finan...,3.8,(4.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 314 more",17 years old,10k-50k Employees (India)
5088,Udaan,4.1,(4.5k Reviews),Private,"Bangalore,Karnataka + 314 more",7 years old,1k-5k Employees (India)
5089,Asian Paints,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra + 342 more",81 years old,10k-50k Employees (India)
5090,NTT DATA,4.0,(4.6k Reviews),Private,"Chiyoda City,Tokyo + 41 more",35 years old,10k-50k Employees (India)
5091,ICICI Prudential...,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 396 more",23 years old,10k-50k Employees (India)
5092,HDFC Life,4.1,(5.5k Reviews),Public,"Mumbai,Maharashtra + 408 more",23 years old,10k-50k Employees (India)
5093,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 130 more",55 years old,10k-50k Employees (India)
5094,HCL Group,3.8,(24k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
5095,PwC,3.8,(4.2k Reviews),Partnership,London + 63 more,25 years old,10k-50k Employees (India)
5096,EXL Service,3.9,(5.2k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
5097,iEnergizer,4.2,(4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
5098,Indian Army,4.7,(4k Reviews),Public,"New Delhi,Delhi + 267 more",128 years old,1 Lakh+ Employees (India)
5099,L&T Infotech,3.8,(4k Reviews),Public,"Mumbai,Maharashtra + 66 more",27 years old,10k-50k Employees (India)
5100,IndusInd Bank,3.8,(6.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",29 years old,10k-50k Employees (India)
5101,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
5102,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
5103,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
5104,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
5105,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
5106,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
5107,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
5108,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
5109,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
5110,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
5111,Mphasis,3.7,(4.8k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 37 more",25 years old,10k-50k Employees (India)
5112,Startek,3.4,(4.8k Reviews),Public,"Mumbai,Maharashtra + 51 more",6 years old,10k-50k Employees (India)
5113,Dr. Reddy's,4.2,(4.8k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 132 more",37 years old,10k-50k Employees (India)
5114,Sutherland Globa...,3.8,(5k Reviews),Private,"Pittsford,New York + 41 more",37 years old,10k-50k Employees (India)
5115,Cipla Pharmaceut...,4.1,(4.7k Reviews),Public,"Mumbai,Maharashtra + 187 more",88 years old,10k-50k Employees (India)
5116,Yes Bank,4.0,(4.5k Reviews),Public,"Mumbai,Maharashtra + 357 more",19 years old,10k-50k Employees (India)
5117,Jana Small Finan...,3.8,(4.5k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 314 more",17 years old,10k-50k Employees (India)
5118,Udaan,4.1,(4.5k Reviews),Private,"Bangalore,Karnataka + 314 more",7 years old,1k-5k Employees (India)
5119,Asian Paints,4.2,(4.6k Reviews),Public,"Mumbai,Maharashtra + 342 more",81 years old,10k-50k Employees (India)
5120,NTT DATA,4.0,(4.6k Reviews),Private,"Chiyoda City,Tokyo + 41 more",35 years old,10k-50k Employees (India)
5121,ICICI Prudential...,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 396 more",23 years old,10k-50k Employees (India)
5122,HDFC Life,4.1,(5.5k Reviews),Public,"Mumbai,Maharashtra + 408 more",23 years old,10k-50k Employees (India)
5123,Lupin,4.1,(4.3k Reviews),Public,"Mumbai,Maharashtra + 130 more",55 years old,10k-50k Employees (India)
5124,HCL Group,3.8,(24k Reviews),Chennai + 68 more,50k-1 Lakh Employees (India),,
5125,PwC,3.8,(4.2k Reviews),Partnership,London + 63 more,25 years old,10k-50k Employees (India)
5126,EXL Service,3.9,(5.2k Reviews),Private,"New York City,New York + 32 more",24 years old,10k-50k Employees (India)
5127,iEnergizer,4.2,(4k Reviews),Private,"Noida,Uttar Pradesh + 15 more",23 years old,10k-50k Employees (India)
5128,Indian Army,4.7,(4k Reviews),Public,"New Delhi,Delhi + 267 more",128 years old,1 Lakh+ Employees (India)
5129,L&T Infotech,3.8,(4k Reviews),Public,"Mumbai,Maharashtra + 66 more",27 years old,10k-50k Employees (India)
5130,IndusInd Bank,3.8,(6.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 556 more",29 years old,10k-50k Employees (India)
5131,Ernst & Young,3.8,(6.2k Reviews),Private,London + 72 more,21 years old,10k-50k Employees (India)
5132,DXC Technology,3.9,(7k Reviews),Public,"Minato,Tokyo + 55 more",6 years old,10k-50k Employees (India)
5133,Hinduja Global S...,4.0,(6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 72 more",23 years old,10k-50k Employees (India)
5134,Infosys BPM,4.0,(5.8k Reviews),"Bangalore/Bengaluru,Karnataka + 48 more",21 years old,10k-50k Employees (India),
5135,Maruti Suzuki,4.2,(5.8k Reviews),Public,"New Delhi,Delhi + 368 more",40 years old,10k-50k Employees (India)
5136,IDFC FIRST Bank,4.0,(5.3k Reviews),Public,"Mumbai,Maharashtra + 407 more",5 years old,10k-50k Employees (India)
5137,HSBC,4.1,(5.7k Reviews),Private,"Pune,Maharashtra + 52 more",21 years old,1k-5k Employees (India)
5138,Bajaj Finserv,4.0,(5.2k Reviews),Public,"Pune,Maharashtra + 672 more",16 years old,10k-50k Employees (India)
5139,Ericsson,4.3,(5.3k Reviews),Private,"Stockholm,Stockholm County + 128 more",147 years old,10k-50k Employees (India)
5140,Conneqt Business...,3.7,(5.1k Reviews),Private,"Mumbai,Maharashtra + 164 more",21 years old,10k-50k Employees (India)
